year,km_driven,fuel,seller_type,transmission,owner,new_name,seats,mileage,engine,max_power,torque_nm,max_torque_rpm,country owner,was_filledna,age,km_per_year,is_automatic_flag,is_first_owner_flag,engine per liter,is_passenger_car_flag,is_dealer,brand_grouped,power_per_liter,torque_per_liter,car_age_pol,selling_price
2013.0,105000,Diesel,Individual,Manual,Third Owner,Maruti,5,23.4,1248,74.0,190.0,2000.0,India,0,12.0,8750.0,0,0,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,480000
2017.0,90000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.4,2179,120.0,280.0,1800.0,India,0,8.0,11250.0,0,1,2.179,0,0,Mahindra,55.07113354749886,128.49931161083066,64.0,1050000
2016.0,92385,Diesel,Individual,Manual,First Owner,Mahindra,7,15.96,2523,62.1,195.0,1400.0,India,0,9.0,10265.0,0,1,2.523,0,0,Mahindra,24.613555291319855,77.28894173602853,81.0,631000
2015.0,25000,Petrol,Individual,Manual,First Owner,Tata,4,25.4,796,37.5,59.0,4000.0,India,0,10.0,2500.0,0,1,0.796,1,0,Tata,60.09615384615385,81.73076923076923,100.0,165000
2010.0,60000,Petrol,Individual,Manual,Second Owner,Maruti,5,21.1,1197,85.8,114.0,4000.0,India,0,15.0,4000.0,0,0,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,225.0,320000
2012.0,100000,Petrol,Individual,Manual,Second Owner,Maruti,5,18.5,1197,85.8,114.0,4000.0,India,0,13.0,7692.307692307692,0,0,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,169.0,360000
2004.0,100000,Petrol,Individual,Automatic,Second Owner,Hyundai,5,19.369999999999997,1248,81.86,160.0,2000.0,South Korea,0,21.0,4761.9047619047615,1,0,1.248,1,0,Hyundai,65.59294871794872,128.2051282051282,441.0,130000
2006.0,25000,Petrol,Individual,Manual,Third Owner,Hyundai,5,13.0,1795,127.0,162.79039,4500.0,South Korea,0,19.0,1315.7894736842106,0,0,1.795,1,0,Hyundai,70.75208913649026,90.69102506963789,361.0,175000
2016.0,120000,Diesel,Individual,Manual,First Owner,Hyundai,5,22.54,1396,88.73,219.7,1500.0,South Korea,0,9.0,13333.333333333334,0,1,1.396,1,0,Hyundai,63.56017191977078,157.378223495702,81.0,725000
2014.0,185000,Diesel,Individual,Manual,Third Owner,Fiat,5,19.5,1248,75.0,197.0,1750.0,Italy,0,11.0,16818.18181818182,0,0,1.248,1,0,Other,60.09615384615385,157.85256410256412,121.0,280000
2011.0,134000,Diesel,Individual,Manual,Second Owner,Volkswagen,5,22.07,1199,73.9,180.0,2000.0,Germany,0,14.0,9571.42857142857,0,0,1.199,1,0,Volkswagen,61.63469557964971,150.1251042535446,196.0,325000
2014.0,120000,Diesel,Individual,Manual,Third Owner,Ford,5,20.0,1399,68.05,160.0,2000.0,USA,0,11.0,10909.09090909091,0,0,1.399,1,0,Ford,48.64188706218727,114.3674052894925,121.0,320000
2014.0,165000,Diesel,Individual,Manual,Second Owner,Mahindra,7,15.1,2179,140.0,330.0,1600.0,India,0,11.0,15000.0,0,0,2.179,0,0,Mahindra,64.24965580541533,151.44561725562187,121.0,825000
2016.0,120000,Diesel,Individual,Manual,Third Owner,Maruti,5,23.2,1248,73.94,190.0,2000.0,India,0,9.0,13333.333333333334,0,0,1.248,1,0,Maruti,59.24679487179487,152.24358974358975,81.0,350000
2011.0,89000,Diesel,Individual,Manual,First Owner,Hyundai,5,23.0,1396,90.0,219.66895999999997,1750.0,South Korea,0,14.0,6357.142857142857,0,1,1.396,1,0,Hyundai,64.46991404011462,157.35598853868194,196.0,470000
2009.0,120000,Diesel,Individual,Manual,Third Owner,Mahindra,5,19.2,1461,65.0,156.9064,2000.0,India,0,16.0,7500.0,0,0,1.461,1,0,Mahindra,44.49007529089664,107.39657768651607,256.0,125000
2006.0,120000,Petrol,Individual,Automatic,First Owner,Hyundai,5,13.1,1795,127.0,162.79039,4500.0,South Korea,0,19.0,6315.789473684211,1,1,1.795,1,0,Hyundai,70.75208913649026,90.69102506963789,361.0,140000
2013.0,50000,Diesel,Individual,Manual,First Owner,Honda,5,25.8,1498,98.6,200.0,1750.0,Japan,0,12.0,4166.666666666667,0,1,1.498,1,0,Honda,65.82109479305741,133.5113484646195,144.0,484999
2018.0,15000,Petrol,Individual,Manual,First Owner,Maruti,5,24.7,796,47.3,69.0,3500.0,India,0,7.0,2142.8571428571427,0,1,0.796,1,0,Maruti,59.42211055276381,86.68341708542714,49.0,308000
2019.0,13000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.9,1197,81.86,113.75,4000.0,South Korea,0,6.0,2166.6666666666665,0,1,1.197,1,0,Hyundai,68.38763575605681,95.02923976608187,36.0,570000
2010.0,240000,Diesel,Individual,Manual,First Owner,Toyota,7,11.5,2982,171.0,343.0,1400.0,Japan,0,15.0,16000.0,0,1,2.982,0,0,Toyota,57.3440643863179,115.02347417840375,225.0,900000
2017.0,45000,Diesel,Individual,Manual,First Owner,Jeep,5,16.3,1956,170.0,350.0,1750.0,USA,0,8.0,5625.0,0,1,1.956,1,0,Other,86.9120654396728,178.9366053169734,64.0,1800000
2005.0,30000,Diesel,Individual,Manual,Second Owner,Mahindra,5,19.369999999999997,1248,81.86,160.0,2000.0,India,0,20.0,1500.0,0,0,1.248,1,0,Mahindra,65.59294871794872,128.2051282051282,400.0,400000
2018.0,28000,Petrol,Individual,Automatic,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,7.0,4000.0,1,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,49.0,680000
2017.0,70000,Diesel,Individual,Manual,First Owner,Maruti,5,28.4,1248,74.02,190.0,2000.0,India,0,8.0,8750.0,0,1,1.248,1,0,Maruti,59.31089743589743,152.24358974358975,64.0,700000
2011.0,116000,Diesel,Individual,Manual,First Owner,Mahindra,7,14.0,2498,112.0,260.0,1800.0,India,0,14.0,8285.714285714286,0,1,2.498,0,0,Mahindra,44.83586869495596,104.08326661329062,196.0,240000
2014.0,90000,Petrol,Individual,Manual,First Owner,Hyundai,5,21.1,814,55.2,74.5,4000.0,South Korea,0,11.0,8181.818181818182,0,1,0.814,1,0,Hyundai,67.81326781326783,91.52334152334153,121.0,280000
2009.0,100000,Diesel,Individual,Manual,Third Owner,Ford,5,19.369999999999997,1248,81.86,160.0,2000.0,USA,0,16.0,6250.0,0,0,1.248,1,0,Ford,65.59294871794872,128.2051282051282,256.0,130000
2013.0,72500,Diesel,Individual,Automatic,Second Owner,Volvo,5,23.3,1984,150.0,350.0,1500.0,China,0,12.0,6041.666666666667,1,0,1.984,1,0,Other,75.60483870967742,176.41129032258064,144.0,1200000
2013.0,120000,Diesel,Individual,Manual,Second Owner,Volkswagen,5,20.54,1598,103.6,250.0,1500.0,Germany,0,12.0,10000.0,0,0,1.598,1,0,Volkswagen,64.83103879849811,156.44555694618273,144.0,400000
2014.0,120000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.1,2179,140.0,330.0,1600.0,India,0,11.0,10909.09090909091,0,1,2.179,0,0,Mahindra,64.24965580541533,151.44561725562187,121.0,850000
2014.0,83000,Diesel,Individual,Manual,Second Owner,Hyundai,5,22.54,1396,88.73,219.7,1500.0,South Korea,0,11.0,7545.454545454545,0,0,1.396,1,0,Hyundai,63.56017191977078,157.378223495702,121.0,475000
2003.0,40000,Petrol,Individual,Manual,Third Owner,Ford,5,14.2,1597,92.0,450.1999999999998,2500.0,USA,0,22.0,1818.1818181818182,0,0,1.597,1,0,Ford,57.60801502817783,207.64153419193687,484.0,150000
2018.0,46000,Diesel,Individual,Manual,First Owner,Toyota,7,14.24,2755,174.5,420.0,1400.0,Japan,0,7.0,6571.428571428572,0,1,2.755,0,0,Toyota,63.3393829401089,152.45009074410163,49.0,2900000
2015.0,137000,Diesel,Individual,Manual,First Owner,Toyota,7,12.99,2494,100.6,200.0,1400.0,Japan,0,10.0,13700.0,0,1,2.494,0,0,Toyota,40.336808340016034,80.19246190858058,100.0,1100000
2018.0,50000,Diesel,Individual,Manual,First Owner,Hyundai,5,24.0,1186,73.97,190.24,1750.0,South Korea,0,7.0,7142.857142857143,0,1,1.186,1,0,Hyundai,62.36930860033727,160.4047217537943,49.0,650000
2012.0,60000,Petrol,Individual,Manual,First Owner,Maruti,5,19.0,998,66.1,90.0,3500.0,India,0,13.0,4615.384615384615,0,1,0.998,1,0,Maruti,66.23246492985972,90.18036072144288,169.0,275000
2000.39,100000,Petrol,Individual,Manual,Second Owner,Maruti,4,16.1,796,37.0,59.0,2500.0,India,0,23.00999999999999,4000.0,0,0,0.796,1,0,Maruti,46.482412060301506,74.12060301507537,529.4699999999996,60000
2011.0,105000,Diesel,Individual,Manual,Second Owner,Mahindra,5,19.2,1461,65.0,156.9064,2000.0,India,0,14.0,7500.0,0,0,1.461,1,0,Mahindra,44.49007529089664,107.39657768651607,196.0,229999
2015.0,20000,Petrol,Individual,Manual,First Owner,Maruti,5,23.95,998,67.05,90.0,3500.0,India,0,10.0,2000.0,0,1,0.998,1,0,Maruti,67.18436873747494,90.18036072144288,100.0,300000
2015.0,120000,Diesel,Individual,Manual,Second Owner,Maruti,5,26.21,1248,88.5,200.0,1750.0,India,0,10.0,12000.0,0,0,1.248,1,0,Maruti,70.91346153846153,160.25641025641025,100.0,600000
2017.0,90000,Diesel,Individual,Manual,Second Owner,Nissan,5,22.71,1461,84.8,200.0,2000.0,Japan,0,8.0,11250.0,0,0,1.461,1,0,Other,58.04243668720054,136.89253935660506,64.0,580000
2018.0,75000,Petrol,Individual,Manual,First Owner,Tata,5,20.3,1199,84.0,114.0,3500.0,India,0,7.0,10714.285714285714,0,1,1.199,1,0,Tata,70.05838198498749,95.07923269391159,49.0,450000
2011.0,82500,Diesel,Individual,Manual,Second Owner,Chevrolet,5,16.52,1991,123.7,305.0,2000.0,USA,0,14.0,5892.857142857143,0,0,1.991,1,0,Chevrolet,62.12958312405826,153.1893520843797,196.0,290000
2014.0,110000,Diesel,Individual,Manual,First Owner,Honda,5,25.8,1498,98.6,200.0,1750.0,Japan,0,11.0,10000.0,0,1,1.498,1,0,Honda,65.82109479305741,133.5113484646195,121.0,530000
2019.0,20000,Diesel,Individual,Manual,First Owner,Hyundai,5,24.0,1396,88.76,219.66,1500.0,South Korea,0,6.0,3333.3333333333335,0,1,1.396,1,0,Hyundai,63.581661891117484,157.34957020057308,36.0,960000
2009.0,110000,Petrol,Individual,Manual,Third Owner,Honda,5,17.0,1497,118.0,146.0,4800.0,Japan,0,16.0,6875.0,0,0,1.497,1,0,Honda,78.82431529726118,97.52839011356045,256.0,290000
2008.0,100000,Diesel,Individual,Manual,First Owner,Mitsubishi,5,14.8,1998,68.0,122.583125,3000.0,Japan,0,17.0,5882.35294117647,0,1,1.998,1,0,Other,34.034034034034036,71.07023411371237,289.0,160000
2017.0,52000,Petrol,Individual,Manual,First Owner,Maruti,5,21.63,998,67.0,90.0,3500.0,India,0,8.0,6500.0,0,1,0.998,1,0,Maruti,67.13426853707415,90.18036072144288,64.0,400000
2017.0,90000,Diesel,Individual,Manual,First Owner,Maruti,5,24.3,1248,88.5,200.0,1750.0,India,0,8.0,11250.0,0,1,1.248,1,0,Maruti,70.91346153846153,160.25641025641025,64.0,700000
2013.0,53000,Diesel,Individual,Manual,Second Owner,Hyundai,5,21.9,1396,88.76,219.6,1500.0,South Korea,0,12.0,4416.666666666667,0,0,1.396,1,0,Hyundai,63.581661891117484,157.30659025787966,144.0,390000
2012.0,180000,Diesel,Individual,Manual,First Owner,Tata,5,18.4,1248,75.0,190.0,1750.0,India,0,13.0,13846.153846153846,0,1,1.248,1,0,Tata,60.09615384615385,152.24358974358975,169.0,200000
2013.0,53000,Diesel,Individual,Manual,First Owner,Maruti,5,22.9,1248,74.0,190.0,2000.0,India,0,12.0,4416.666666666667,0,1,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,500000
2011.0,50600,Petrol,Individual,Manual,First Owner,Maruti,5,19.7,796,46.3,62.0,3000.0,India,0,14.0,3614.285714285714,0,1,0.796,1,0,Maruti,58.16582914572864,77.8894472361809,196.0,200000
2018.0,25000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.6,1197,81.83,114.7,4000.0,South Korea,0,7.0,3571.4285714285716,0,1,1.197,1,0,Hyundai,68.3625730994152,95.82289055973266,49.0,570000
2015.0,50000,Petrol,Individual,Manual,First Owner,Ford,5,15.85,1499,110.4,140.0,4400.0,USA,0,10.0,5000.0,0,1,1.499,1,0,Ford,73.64909939959973,93.3955970647098,100.0,680000
2013.0,52000,Petrol,Dealer,Manual,First Owner,Maruti,5,24.7,796,47.3,69.0,3500.0,India,0,12.0,4333.333333333333,0,1,0.796,1,1,Maruti,59.42211055276381,86.68341708542714,144.0,235000
2018.0,15000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.1,2179,152.87,360.0,1750.0,India,0,7.0,2142.8571428571427,0,1,2.179,0,0,Mahindra,70.15603487838459,165.21340064249657,49.0,1700000
2015.0,50000,Diesel,Individual,Automatic,Second Owner,Mahindra,7,16.0,2179,140.0,330.0,1600.0,India,0,10.0,5000.0,1,0,2.179,0,0,Mahindra,64.24965580541533,151.44561725562187,100.0,1200000
2014.0,56000,Diesel,Individual,Manual,Second Owner,Honda,5,25.1,1498,98.6,200.0,1750.0,Japan,0,11.0,5090.909090909091,0,0,1.498,1,0,Honda,65.82109479305741,133.5113484646195,121.0,630000
2018.0,82000,Diesel,Individual,Manual,First Owner,Ford,5,25.83,1498,99.0,215.0,1750.0,USA,0,7.0,11714.285714285714,0,1,1.498,1,0,Ford,66.08811748998664,143.52469959946595,49.0,640000
2012.0,101903,Diesel,Individual,Manual,Second Owner,Mahindra,8,12.05,2179,120.0,290.0,1800.0,India,0,13.0,7838.692307692308,0,0,2.179,0,0,Mahindra,55.07113354749886,133.0885727397889,169.0,560000
2018.0,120000,Diesel,Individual,Manual,First Owner,Maruti,5,23.4,1248,74.0,190.0,2000.0,India,0,7.0,17142.85714285714,0,1,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,49.0,580000
2010.0,85568,Diesel,Dealer,Manual,First Owner,Ford,5,18.5,1399,68.0,160.0,2000.0,USA,0,15.0,5704.533333333334,0,1,1.399,1,1,Ford,48.60614724803431,114.3674052894925,225.0,185000
2019.0,10000,Petrol,Individual,Automatic,First Owner,Maruti,5,21.4,1197,83.1,115.0,4000.0,India,0,6.0,1666.6666666666667,1,1,1.197,1,0,Maruti,69.4235588972431,96.0735171261487,36.0,660000
2014.0,10000,Petrol,Individual,Manual,First Owner,Hyundai,5,20.3,998,68.05,94.14,3500.0,South Korea,0,11.0,909.0909090909091,0,1,0.998,1,0,Hyundai,68.18637274549098,94.32865731462925,121.0,220000
2007.0,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,5,17.92,1086,62.1,96.1,3000.0,South Korea,0,18.0,3333.3333333333335,0,0,1.086,1,0,Hyundai,57.18232044198895,88.48987108655616,324.0,150000
2019.0,10000,Petrol,Individual,Manual,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,6.0,1666.6666666666667,0,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,509999
2014.0,60000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.96,2523,62.1,195.0,1400.0,India,0,11.0,5454.545454545455,0,1,2.523,0,0,Mahindra,24.613555291319855,77.28894173602853,121.0,515000
2014.0,42000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,5,11.9,1595,120.7,200.0,1400.0,Germany,0,11.0,3818.181818181818,1,1,1.595,1,0,Other,75.67398119122258,125.39184952978057,121.0,1250000
2014.0,50000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,8,18.2,1248,73.8,172.5,1750.0,USA,0,11.0,4545.454545454545,0,0,1.248,0,0,Chevrolet,59.13461538461538,138.22115384615384,121.0,350000
2018.0,11500,Petrol,Individual,Manual,First Owner,Maruti,5,23.95,998,67.05,90.0,3500.0,India,0,7.0,1642.857142857143,0,1,0.998,1,0,Maruti,67.18436873747494,90.18036072144288,49.0,375000
2011.0,50000,Petrol,Individual,Manual,First Owner,Maruti,5,18.6,1197,85.8,114.0,4000.0,India,0,14.0,3571.4285714285716,0,1,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,196.0,275000
2019.0,5000,Diesel,Individual,Automatic,First Owner,BMW,7,13.38,2982,204.1055999999999,450.1999999999998,1500.0,Germany,0,6.0,1000.0,1,1,2.982,0,0,Other,88.53992649515537,207.15001670564652,36.0,7200000
2017.0,10000,Petrol,Individual,Manual,First Owner,Maruti,5,15.37,1196,73.0,101.0,3000.0,India,0,8.0,1250.0,0,1,1.196,1,0,Maruti,61.03678929765886,84.44816053511705,64.0,400000
2012.0,100000,Petrol,Individual,Manual,First Owner,Maruti,5,19.1,1197,85.8,114.0,4000.0,India,0,13.0,7692.307692307692,0,1,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,169.0,310000
2016.0,25000,Diesel,Individual,Manual,Second Owner,Toyota,7,13.68,2393,147.8,343.0,1400.0,Japan,0,9.0,2777.777777777778,0,0,2.393,0,0,Toyota,61.76347680735479,143.3347262849979,81.0,1670000
2013.0,70000,Diesel,Individual,Manual,Second Owner,Maruti,5,23.4,1248,74.0,190.0,2000.0,India,0,12.0,5833.333333333333,0,0,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,356000
2018.0,35000,Petrol,Individual,Manual,Second Owner,Tata,5,23.84,1199,84.0,114.0,3500.0,India,0,7.0,5000.0,0,0,1.199,1,0,Tata,70.05838198498749,95.07923269391159,49.0,409999
2019.0,50000,Diesel,Individual,Manual,First Owner,Maruti,5,24.3,1248,88.5,200.0,1750.0,India,0,6.0,8333.333333333334,0,1,1.248,1,0,Maruti,70.91346153846153,160.25641025641025,36.0,980000
2005.0,100000,Diesel,Individual,Manual,Second Owner,Mahindra,7,13.6,2523,63.0,180.0,1440.0,India,0,20.0,5000.0,0,0,2.523,0,0,Mahindra,24.97027348394768,71.3436385255648,400.0,150000
2013.0,60000,Petrol,Individual,Automatic,First Owner,Skoda,5,13.7,1798,157.75,250.0,1500.0,Czech Republic,0,12.0,5000.0,1,1,1.798,1,0,Other,87.73637374860957,139.04338153503892,144.0,500000
2013.0,170000,Diesel,Individual,Manual,First Owner,Maruti,5,22.9,1248,74.0,190.0,2000.0,India,0,12.0,14166.666666666666,0,1,1.248,1,0,Maruti,59.294871794871796,152.24358974358975,144.0,355000
2011.0,50000,Diesel,Individual,Manual,Second Owner,Tata,5,17.0,1405,71.0,135.0,2500.0,India,0,14.0,3571.4285714285716,0,0,1.405,1,0,Tata,50.53380782918149,96.08540925266904,196.0,200000
2008.0,120000,Diesel,Individual,Manual,Second Owner,Toyota,8,12.8,2494,102.0,200.05565999999996,1400.0,Japan,0,17.0,7058.823529411765,0,0,2.494,0,0,Toyota,40.8981555733761,80.21477947072972,289.0,370000
2015.0,20000,Petrol,Individual,Manual,First Owner,Hyundai,5,19.1,1197,82.0,114.0,4000.0,South Korea,0,10.0,2000.0,0,1,1.197,1,0,Hyundai,68.50459482038428,95.23809523809523,100.0,450000
2015.0,10000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.9,1197,82.0,114.0,4000.0,South Korea,0,10.0,1000.0,0,1,1.197,1,0,Hyundai,68.50459482038428,95.23809523809523,100.0,486000
2011.0,120000,Diesel,Individual,Manual,First Owner,Maruti,5,21.5,1248,88.8,200.0,1750.0,India,0,14.0,8571.42857142857,0,1,1.248,1,0,Maruti,71.15384615384615,160.25641025641025,196.0,242000
2018.0,25000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.9,1197,81.86,113.75,4000.0,South Korea,0,7.0,3571.4285714285716,0,1,1.197,1,0,Hyundai,68.38763575605681,95.02923976608187,49.0,580000
2014.0,130000,Diesel,Individual,Manual,Second Owner,Ford,5,22.77,1498,98.59,205.0,1750.0,USA,0,11.0,11818.181818181818,0,0,1.498,1,0,Ford,65.81441922563418,136.84913217623497,121.0,500000
2004.0,120000,Petrol,Individual,Manual,Second Owner,Toyota,5,19.369999999999997,1248,81.86,160.0,2000.0,Japan,0,21.0,5714.285714285715,0,0,1.248,1,0,Toyota,65.59294871794872,128.2051282051282,441.0,170000
2013.0,40000,Diesel,Individual,Manual,First Owner,Mahindra,7,17.21,1493,100.0,240.0,1600.0,India,0,12.0,3333.3333333333335,0,1,1.493,0,0,Mahindra,66.97923643670461,160.75016744809108,144.0,300000
2016.0,60000,Diesel,Individual,Manual,First Owner,Mahindra,7,18.06,2523,63.0,182.5,1500.0,India,0,9.0,6666.666666666667,0,1,2.523,0,0,Mahindra,24.97027348394768,72.33452239397542,81.0,710000
2012.0,70000,Diesel,Individual,Manual,Third Owner,Skoda,5,20.86,1199,75.0,180.0,2000.0,Czech Republic,0,13.0,5384.615384615385,0,0,1.199,1,0,Other,62.55212677231025,150.1251042535446,169.0,220000
2019.0,5000,Petrol,Individual,Automatic,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,6.0,672.5909523809523,1,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,654000
2019.0,10000,Petrol,Individual,Automatic,First Owner,Skoda,5,14.84,1598,103.2,153.0,3750.0,Czech Republic,0,6.0,1666.6666666666667,1,1,1.598,1,0,Other,64.58072590738423,95.74468085106382,36.0,835000
2010.0,47000,Petrol,Individual,Manual,First Owner,Ford,5,15.3,1596,101.0,146.11908499999998,3400.0,USA,0,15.0,3133.3333333333335,0,1,1.596,1,0,Ford,63.283208020050125,91.55331140350876,225.0,250000
2019.0,18000,Petrol,Individual,Manual,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,6.0,3000.0,0,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,600000
2016.0,60000,Petrol,Individual,Manual,First Owner,Maruti,5,20.85,1197,83.14,115.0,4000.0,India,0,9.0,6666.666666666667,0,1,1.197,1,0,Maruti,69.45697577276525,96.0735171261487,81.0,459999
2017.0,60000,Petrol,Individual,Manual,First Owner,Ford,5,18.16,1196,86.8,112.0,4000.0,USA,0,8.0,7500.0,0,1,1.196,1,0,Ford,72.5752508361204,93.64548494983278,64.0,408000
2018.0,25000,Diesel,Individual,Manual,First Owner,Mahindra,7,15.1,2179,152.87,360.0,1750.0,India,0,7.0,3571.4285714285716,0,1,2.179,0,0,Mahindra,70.15603487838459,165.21340064249657,49.0,1200000
2014.0,52000,Petrol,Individual,Manual,First Owner,Hyundai,5,19.1,1197,81.86,113.75,4000.0,South Korea,0,11.0,4727.272727272727,0,1,1.197,1,0,Hyundai,68.38763575605681,95.02923976608187,121.0,375000
2006.0,44000,Petrol,Individual,Manual,First Owner,Maruti,5,19.7,796,46.3,62.0,3000.0,India,0,19.0,2315.7894736842104,0,1,0.796,1,0,Maruti,58.16582914572864,77.8894472361809,361.0,94500
2011.0,17000,Petrol,Individual,Manual,First Owner,Volkswagen,5,16.47,1198,73.9,110.0,3750.0,Germany,0,14.0,1214.2857142857142,0,1,1.198,1,0,Volkswagen,61.68614357262104,91.81969949916528,196.0,300000
2009.0,35000,Petrol,Individual,Manual,First Owner,Honda,5,17.0,1497,118.0,146.0,4800.0,Japan,0,16.0,2187.5,0,1,1.497,1,0,Honda,78.82431529726118,97.52839011356045,256.0,350000
2011.0,120000,Diesel,Individual,Manual,Third Owner,Toyota,7,11.5,2982,171.0,343.0,1400.0,Japan,0,14.0,8571.42857142857,0,0,2.982,0,0,Toyota,57.3440643863179,115.02347417840375,196.0,975000
2015.0,100000,Petrol,Individual,Manual,First Owner,Hyundai,5,18.6,1197,81.83,114.7,4000.0,South Korea,0,10.0,10000.0,0,1,1.197,1,0,Hyundai,68.3625730994152,95.82289055973266,100.0,600000
2014.0,248020,Diesel,Individual,Manual,Second Owner,Toyota,7,12.99,2494,100.6,200.0,1400.0,Japan,0,11.0,17501.666666666664,0,0,2.494,0,0,Toyota,40.336808340016034,80.19246190858058,121.0,700000
2017.0,186000,Diesel,Individual,Manual,First Owner,Hyundai,5,19.67,1582,126.2,259.9,1900.0,South Korea,0,8.0,17501.666666666664,0,1,1.582,1,0,Hyundai,79.7724399494311,164.28571428571428,64.0,1110000
2014.0,79000,Diesel,Individual,Manual,Second Owner,Maruti,7,20.77,1248,88.76,200.0,1750.0,India,0,11.0,7181.818181818182,0,0,1.248,0,0,Maruti,71.12179487179488,160.25641025641025,121.0,570000
2016.0,59300,Petrol,Individual,Manual,First Owner,Renault,5,25.17,799,53.3,72.0,4386.0,France,0,9.0,6588.888888888889,0,1,0.799,1,0,Renault,66.7083854818523,90.11264080100125,81.0,240000
2012.0,60000,Petrol,Individual,Manual,Third Owner,Volkswagen,5,15.04,1598,103.6,153.0,3800.0,Germany,0,13.0,4615.384615384615,0,0,1.598,1,0,Volkswagen,64.83103879849811,95.74468085106382,169.0,360000
2010.0,80000,Petrol,Individual,Manual,Second Owner,Ford,5,15.6,1196,70.0,102.0,4000.0,USA,0,15.0,5333.333333333333,0,0,1.196,1,0,Ford,58.52842809364549,85.28428093645485,225.0,250000
2019.0,11500,Petrol,Individual,Manual,First Owner,Maruti,5,21.21,1197,81.8,113.0,4200.0,India,0,6.0,1916.6666666666667,0,1,1.197,1,0,Maruti,68.33751044277359,94.40267335004177,36.0,550000
2012.0,56000,Petrol,Individual,Manual,First Owner,Hyundai,5,21.1,814,55.2,74.5,4000.0,South Korea,0,13.0,4307.692307692308,0,1,0.814,1,0,Hyundai,67.81326781326783,91.52334152334153,169.0,180000
2016.0,68000,Diesel,Individual,Manual,First Owner,Honda,5,27.3,1498,98.6,200.0,1750.0,Japan,0,9.0,7555.555555555556,0,1,1.498,1,0,Honda,65.82109479305741,133.5113484646195,81.0,425000
2019.0,25000,Petrol,Individual,Manual,First Owner,Tata,5,23.84,1199,84.0,114.0,3500.0,India,0,6.0,4166.666666666667,0,1,1.199,1,0,Tata,70.05838198498749,95.07923269391159,36.0,409999
2014.0,100000,Petrol,Individual,Manual,First Owner,Nissan,5,19.49,1198,67.04,104.0,4000.0,Japan,0,11.0,9090.90909090909,0,1,1.198,1,0,Other,55.95993322203674,86.81135225375627,121.0,225000
2017.0,95000,Diesel,Individual,Manual,First Owner,Mahindra,9,15.96,2523,63.0,180.0,1440.0,India,0,8.0,11875.0,0,1,2.523,0,0,Mahindra,24.97027348394768,71.3436385255648,64.0,580000
2008.0,100000,Petrol,Individual,Manual,First Owner,Maruti,5,17.5,1298,85.8,114.0,4000.0,India,0,17.0,5882.35294117647,0,1,1.298,1,0,Maruti,66.10169491525423,87.82742681047766,289.0,200000
2006.0,90000,Petrol,Individual,Manual,Second Owner,Hyundai,5,19.369999999999997,1248,81.86,160.0,2000.0,South Korea,0,19.0,4736.8421052631575,0,0,1.248,1,0,Hyundai,65.59294871794872,128.2051282051282,361.0,75000
2013.0,47000,Diesel,Individual,Manual,First Owner,Fiat,5,20.3,1248,75.0,197.0,1750.0,Italy,0,12.0,3916.6666666666665,0,1,1.248,1,0,Other,60.09615384615385,157.85256410256412,144.0,250000
2011.0,175000,Diesel,Individual,Manual,Second Owner,Maruti,5,21.1,1248,73.9,190.0,2000.0,India,0,14.0,12500.0,0,0,1.248,1,0,Maruti,59.21474358974359,152.24358974358975,196.0,170000
2010.0,60000,Petrol,Individual,Manual,Second Owner,Maruti,5,17.5,1197,85.8,114.0,4000.0,India,0,15.0,4000.0,0,0,1.197,1,0,Maruti,71.67919799498746,95.23809523809523,225.0,300000
2005.0,248020,Diesel,Individual,Manual,Third Owner,Mahindra,7,13.6,2523,63.0,180.0,1440.0,India,0,20.0,15000.0,0,0,2.523,0,0,Mahindra,24.97027348394768,71.3436385255648,400.0,160000
